scorer,DLC_resnet50_DYTSep29shuffle1_420000,DLC_resnet50_DYTSep29shuffle1_420000,DLC_resnet50_DYTSep29shuffle1_420000,DLC_resnet50_DYTSep29shuffle1_420000,DLC_resnet50_DYTSep29shuffle1_420000,DLC_resnet50_DYTSep29shuffle1_420000,DLC_resnet50_DYTSep29shuffle1_420000,DLC_resnet50_DYTSep29shuffle1_420000,DLC_resnet50_DYTSep29shuffle1_420000,DLC_resnet50_DYTSep29shuffle1_420000,DLC_resnet50_DYTSep29shuffle1_420000,DLC_resnet50_DYTSep29shuffle1_420000
bodyparts,FA,FA,FA,WR,WR,WR,TD,TD,TD,IDIP,IDIP,IDIP
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1003.3027954101562,81.2375259399414,0.9999979734420776,786.8859252929688,116.67281341552734,0.9999992847442627,470.30426025390625,177.38893127441406,0.9999265670776367,208.07472229003906,135.2645721435547,0.9999754428863525
1,1013.6631469726562,69.52021026611328,0.9999996423721313,788.6839599609375,98.47367095947266,0.9999992847442627,465.55047607421875,147.63009643554688,0.9999970197677612,209.0966339111328,66.28573608398438,0.9999947547912598
2,1020.2662963867188,70.4636001586914,0.9999967813491821,793.9171142578125,108.67571258544922,0.9999665021896362,476.8617858886719,227.14329528808594,0.9999796152114868,214.85643005371094,209.42108154296875,0.9999417066574097
3,1020.2604370117188,70.42459869384766,0.9999969005584717,793.8731689453125,108.636474609375,0.9999674558639526,476.8346252441406,227.0672607421875,0.9999791383743286,214.83578491210938,209.4160614013672,0.9999408721923828
4,1026.9190673828125,84.78256225585938,0.9999994039535522,803.6837768554688,141.9899444580078,0.9999951124191284,514.5083618164062,331.90460205078125,0.9999934434890747,263.7284851074219,340.3923034667969,0.9999985694885254
5,1027.410400390625,99.23365783691406,0.9999994039535522,802.10498046875,160.40576171875,0.9999960660934448,510.0987548828125,351.271728515625,0.9999914169311523,264.8348693847656,344.38604736328125,0.9999939203262329
6,1018.0247192382812,92.48622131347656,0.9999445676803589,795.6815185546875,148.63084411621094,0.9999924898147583,486.76605224609375,297.8171691894531,0.9999665021896362,236.4741973876953,281.8255615234375,0.9998036026954651
7,1014.0309448242188,77.53912353515625,0.9999955892562866,793.5732421875,116.65869903564453,0.9999971389770508,473.5024719238281,212.2759552001953,0.9998352527618408,214.50965881347656,174.87435913085938,0.9876356720924377
8,1016.9515380859375,63.821163177490234,0.999990701675415,792.0723876953125,90.03417205810547,0.999984860420227,474.53509521484375,147.3517303466797,0.9999982118606567,211.72161865234375,93.08811950683594,0.9999973773956299
9,1016.8009643554688,63.97905731201172,0.9999920129776001,792.8589477539062,89.6982650756836,0.9999879598617554,474.554443359375,147.28945922851562,0.9999983310699463,211.71493530273438,93.11124420166016,0.9999973773956299
10,1019.2017822265625,74.07608032226562,0.9999678134918213,798.1321411132812,107.09014129638672,0.9998712539672852,482.25079345703125,209.15396118164062,0.898849368095398,217.85183715820312,208.58033752441406,0.9997064471244812
11,1027.5235595703125,115.6987075805664,0.9999988079071045,805.7088012695312,165.07608032226562,0.9999969005584717,510.7674865722656,352.0310363769531,0.9992745518684387,274.3009948730469,384.37432861328125,0.9966815114021301
12,1032.520751953125,150.4693603515625,0.9999943971633911,813.3953857421875,216.35182189941406,0.9999834299087524,533.93994140625,429.6123046875,0.9999864101409912,283.3908386230469,433.9708557128906,0.9999940395355225
13,1028.1641845703125,163.86708068847656,0.9999995231628418,809.567626953125,231.17233276367188,0.9999911785125732,517.9463500976562,410.063232421875,0.999985933303833,268.5368347167969,407.65289306640625,0.99998939037323
14,1028.22607421875,158.1638946533203,0.9999959468841553,810.1056518554688,209.42770385742188,0.9999891519546509,510.5147705078125,345.77301025390625,0.9999258518218994,246.27662658691406,334.0244140625,0.999966025352478
15,1027.6639404296875,158.1280975341797,0.9999979734420776,811.4063110351562,209.5424346923828,0.9999927282333374,509.1156005859375,346.3804931640625,0.9998966455459595,247.07052612304688,334.8587341308594,0.9999674558639526
16,1029.7821044921875,144.5044708251953,0.9999961853027344,813.3380737304688,183.44705200195312,0.9999924898147583,501.49920654296875,268.74615478515625,0.9999926090240479,234.0725860595703,247.577392578125,0.9997583031654358
17,1037.85302734375,135.90455627441406,0.9999955892562866,819.0233764648438,176.12045288085938,0.999996542930603,508.1129455566406,275.0206604003906,0.999996542930603,238.59542846679688,257.81646728515625,0.9995818734169006
18,1042.834716796875,152.7765655517578,0.9999980926513672,822.5628662109375,202.19097900390625,0.9999942779541016,523.0560913085938,371.1959228515625,0.9999839067459106,269.86053466796875,390.4755859375,0.9999797344207764
19,1043.7257080078125,172.0413818359375,0.9999973773956299,823.5359497070312,236.9130401611328,0.9999836683273315,548.6624755859375,453.99285888671875,0.9999802112579346,305.29937744140625,467.7568054199219,0.9999960660934448
20,1043.3775634765625,183.8601837158203,0.999998927116394,822.7568969726562,250.61109924316406,0.9999862909317017,540.1541748046875,454.3527526855469,0.9999847412109375,297.07452392578125,457.5677795410156,0.9999842643737793
21,1043.513916015625,184.0487823486328,0.9999984502792358,822.5272216796875,250.96969604492188,0.9999912977218628,539.9778442382812,454.3701477050781,0.9999853372573853,296.9515075683594,457.6001892089844,0.9999855756759644
22,1035.7593994140625,179.00009155273438,0.9999991655349731,820.6723022460938,241.06590270996094,0.9999984502792358,520.4778442382812,400.92816162109375,0.9999521970748901,270.55889892578125,396.89923095703125,0.9999605417251587
23,1032.121826171875,164.29458618164062,0.9999986886978149,817.4031982421875,212.6222381591797,0.999995231628418,506.4397888183594,328.4561767578125,0.9999330043792725,250.7564697265625,309.3209533691406,0.9999890327453613
24,1033.454345703125,147.67701721191406,0.9999959468841553,817.2300415039062,188.749267578125,0.9999974966049194,505.3277282714844,295.1173095703125,0.9999860525131226,240.98728942871094,255.18304443359375,0.999993085861206
25,1038.08056640625,145.6368408203125,0.9999979734420776,817.7759399414062,195.97637939453125,0.9999988079071045,518.4336547851562,346.1832580566406,0.9999896287918091,259.5791320800781,355.83563232421875,0.9999970197677612
26,1041.2906494140625,162.6817169189453,0.9999991655349731,824.9555053710938,225.1144256591797,0.9999830722808838,544.795654296875,431.8936462402344,0.9999803304672241,293.2770080566406,443.8160095214844,0.9999951124191284
27,1041.27001953125,162.734130859375,0.9999991655349731,824.9363403320312,225.00253295898438,0.9999831914901733,544.8051147460938,431.891845703125,0.9999802112579346,293.30035400390625,443.7777404785156,0.9999949932098389
28,1040.108642578125,179.41506958007812,0.9999973773956299,819.4567260742188,248.13624572753906,0.9999977350234985,545.318115234375,449.8341979980469,0.9999947547912598,290.745361328125,447.9688720703125,0.9999909400939941
29,1032.9315185546875,181.08628845214844,0.9999969005584717,818.8321533203125,247.3347930908203,0.9999966621398926,516.9662475585938,407.2546691894531,0.9999858140945435,265.8326721191406,395.7790832519531,0.9999855756759644
30,1031.6116943359375,169.23387145996094,0.9999954700469971,815.78857421875,217.59693908691406,0.999982476234436,506.0702819824219,340.34765625,0.9999802112579346,243.24505615234375,317.3245849609375,0.9999202489852905
31,1035.4952392578125,150.2344970703125,0.999998927116394,815.4428100585938,192.31503295898438,0.9999935626983643,506.94305419921875,291.3410339355469,0.9999978542327881,239.49789428710938,258.1575012207031,0.9999983310699463
32,1040.932861328125,142.25245666503906,0.9999923706054688,818.9972534179688,189.51268005371094,0.9999983310699463,521.1981811523438,318.7452087402344,0.9999656677246094,256.8267517089844,332.53997802734375,0.9999314546585083
33,1040.820068359375,142.0380096435547,0.9999932050704956,818.9489135742188,189.5664520263672,0.9999982118606567,521.196533203125,318.74072265625,0.9999654293060303,256.7980041503906,332.49560546875,0.9999310970306396
34,1047.0648193359375,156.55091857910156,0.9999971389770508,826.5057983398438,213.4451904296875,0.9999969005584717,544.2858276367188,399.248046875,0.9999785423278809,277.0776672363281,416.22412109375,0.9999985694885254
35,1048.479248046875,168.2070770263672,0.9999961853027344,823.2465209960938,234.86439514160156,0.9999958276748657,547.5050048828125,427.8064880371094,0.9999953508377075,281.7275695800781,438.32708740234375,0.9999885559082031
36,1040.3594970703125,170.51803588867188,0.9999849796295166,819.989013671875,235.90234375,0.9999979734420776,532.3548583984375,390.5960998535156,0.9999948740005493,263.70452880859375,402.9947204589844,0.9999940395355225
37,1036.2071533203125,158.6427764892578,0.9999915361404419,820.7212524414062,211.75535583496094,0.9999994039535522,510.9337463378906,318.0248107910156,0.9996317625045776,242.9358673095703,320.1333923339844,0.9999926090240479
38,1036.721923828125,133.6651153564453,0.9999983310699463,820.7595825195312,176.7231903076172,0.999998927116394,515.337890625,244.29013061523438,0.9999984502792358,234.41357421875,224.57318115234375,0.9999890327453613
39,1036.71240234375,133.6235809326172,0.9999982118606567,820.7545776367188,176.6793212890625,0.999998927116394,515.3217163085938,244.31539916992188,0.9999984502792358,234.43402099609375,224.5585174560547,0.9999889135360718
40,1045.3466796875,117.74170684814453,0.9999997615814209,818.7964477539062,160.54464721679688,0.9999979734420776,513.493408203125,249.7939910888672,0.9999958276748657,233.76336669921875,231.89878845214844,0.9999669790267944
41,1046.891357421875,120.36397552490234,0.9999974966049194,819.2793579101562,171.29241943359375,0.9999983310699463,517.3114013671875,323.68743896484375,0.9999957084655762,248.58526611328125,341.04730224609375,0.9999918937683105
42,1042.0625,138.38345336914062,0.9999964237213135,818.09228515625,205.43626403808594,0.9999973773956299,527.6134033203125,384.3688659667969,0.9999929666519165,260.7318115234375,388.1016845703125,0.9999994039535522
43,1035.981201171875,151.56138610839844,0.9999951124191284,811.0158081054688,221.51397705078125,0.9999544620513916,518.1199951171875,382.6318664550781,0.9999927282333374,254.11436462402344,379.5411376953125,0.999951958656311
44,1030.916015625,149.16143798828125,0.9999996423721313,809.7466430664062,212.2902069091797,0.9999983310699463,497.8692626953125,328.94451904296875,0.9999761581420898,231.5758514404297,309.7369384765625,0.9999982118606567
45,1030.9207763671875,149.09075927734375,0.9999996423721313,810.0005493164062,212.1023406982422,0.9999978542327881,498.0245666503906,328.7811279296875,0.9999760389328003,231.5380401611328,309.7466735839844,0.9999982118606567
46,1028.70166015625,133.6307373046875,0.9999998807907104,808.863525390625,176.79132080078125,0.9999957084655762,489.0574645996094,256.5240173339844,0.9999701976776123,217.21214294433594,217.89959716796875,0.999884843826294
47,1032.4691162109375,116.76712036132812,0.9999984502792358,805.7757568359375,154.9918975830078,0.9999960660934448,494.1507568359375,228.69741821289062,0.9999967813491821,218.72767639160156,214.9981231689453,0.9989547729492188
48,1033.26513671875,117.68952941894531,0.9999988079071045,809.2941284179688,165.5818328857422,0.9999984502792358,502.10833740234375,287.5684509277344,0.999929666519165,256.3253173828125,307.02239990234375,0.9998127818107605
49,1031.372802734375,141.22572326660156,0.9999940395355225,809.4114990234375,207.13912963867188,0.9999716281890869,509.3681335449219,383.79302978515625,0.9999865293502808,251.23191833496094,379.5401306152344,0.9999595880508423
50,1027.807861328125,157.83721923828125,0.9999963045120239,805.2412109375,228.51112365722656,0.9999995231628418,510.5823669433594,408.7882995605469,0.9999656677246094,250.82931518554688,397.1134338378906,0.9998884201049805
51,1028.1463623046875,157.34413146972656,0.9999960660934448,805.1708374023438,228.67059326171875,0.9999996423721313,510.793701171875,408.81396484375,0.9999713897705078,250.93472290039062,396.979248046875,0.9998793601989746
52,1022.960693359375,154.47523498535156,0.9999679327011108,803.6134033203125,219.85647583007812,0.9999984502792358,498.171630859375,365.62164306640625,0.9999938011169434,235.4736328125,354.21917724609375,0.9999960660934448
53,1019.9962768554688,137.2803497314453,0.9999895095825195,798.80517578125,182.6551055908203,0.9999974966049194,489.27386474609375,283.76251220703125,0.9770415425300598,217.09007263183594,271.401123046875,0.9999905824661255
54,1016.6150512695312,116.7176513671875,0.999994158744812,794.3892822265625,147.97682189941406,0.999987006187439,484.4790344238281,188.01583862304688,0.9994788765907288,206.16183471679688,168.76004028320312,0.9999830722808838
55,1013.0144653320312,113.9266357421875,0.9999974966049194,791.2964477539062,149.9116668701172,0.9999994039535522,1017.857177734375,113.96757507324219,0.0032142193522304296,209.73922729492188,217.10006713867188,0.9990730285644531
56,1014.4764404296875,142.32003784179688,0.9999926090240479,791.4465942382812,189.85594177246094,0.9999953508377075,483.439453125,352.7176208496094,0.9951510429382324,238.44281005859375,383.9863586425781,0.9999719858169556
57,1014.6537475585938,142.50991821289062,0.9999914169311523,791.439208984375,189.78248596191406,0.9999948740005493,483.2822570800781,352.7734680175781,0.9947688579559326,238.4432373046875,384.00225830078125,0.9999721050262451
58,1014.5772094726562,177.34457397460938,0.9999988079071045,796.7239990234375,244.36917114257812,0.999994158744812,515.5371704101562,449.76885986328125,0.9999970197677612,270.566650390625,466.915771484375,0.9999982118606567
59,1012.3941650390625,190.68646240234375,0.9999972581863403,797.7245483398438,262.6400451660156,0.9999958276748657,505.5086669921875,423.9136962890625,0.9999479055404663,263.6292724609375,440.82781982421875,0.9999834299087524
60,1012.4976196289062,184.24722290039062,0.999997615814209,796.1874389648438,240.2613983154297,0.9999892711639404,484.7086181640625,347.39788818359375,0.9967946410179138,233.01834106445312,351.6799011230469,0.9999746084213257
61,1008.3497314453125,167.34259033203125,0.9999953508377075,789.3338012695312,210.08453369140625,0.9999985694885254,469.64703369140625,244.1619110107422,0.7030507922172546,215.02699279785156,222.65249633789062,0.9999147653579712
62,1006.2368774414062,158.3397979736328,0.9999641180038452,785.1484985351562,200.7522430419922,0.999993085861206,467.816162109375,251.45713806152344,0.8861585259437561,213.75918579101562,253.27108764648438,0.9997699856758118
63,1006.5845947265625,158.29794311523438,0.999966025352478,785.2705078125,200.45742797851562,0.999994158744812,467.84027099609375,251.8422088623047,0.8991557359695435,213.00929260253906,254.8418426513672,0.9997498393058777
64,1006.8605346679688,169.59738159179688,0.9999704360961914,790.6549072265625,225.7201385498047,0.9999974966049194,488.22344970703125,360.96014404296875,0.9966110587120056,240.76510620117188,383.00006103515625,0.9999574422836304
65,1014.032958984375,189.96713256835938,0.9999963045120239,798.7167358398438,261.86279296875,0.9999955892562866,511.1790466308594,425.1575012207031,0.999968409538269,263.0470275878906,419.9731140136719,0.9999982118606567
